"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party","writein","mode","candidatevotes","totalvotes","unofficial","version"
1988,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"","",TRUE,"total",37,194363,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"H. L. ""Sonny"" Callahan","republican",FALSE,"total",115173,194363,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"John M. Tyson, Jr.","democrat",FALSE,"total",77670,194363,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",1,"gen",FALSE,"Ken Ament","libertarian",FALSE,"total",1483,194363,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"","",TRUE,"total",101,127861,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"Bill Dickinson","republican",FALSE,"total",120408,127861,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",2,"gen",FALSE,"Joel Brooke King","libertarian",FALSE,"total",7352,127861,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",3,"gen",FALSE,"","",TRUE,"total",3,122310,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",3,"gen",FALSE,"Bill Nichols","democrat",FALSE,"total",117514,122310,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",3,"gen",FALSE,"Jerome Shockley","libertarian",FALSE,"total",4793,122310,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",4,"gen",FALSE,"","",TRUE,"total",5,137149,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",4,"gen",FALSE,"Jerome Shockley","libertarian",FALSE,"total",5264,137149,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",4,"gen",FALSE,"Tom Bevill","democrat",FALSE,"total",131880,137149,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",5,"gen",FALSE,"","",TRUE,"total",1,186623,FALSE,20171005
1988,"Alabama","AL",1,63,41,"US House",5,"gen",FALSE,"John Palmer","libertarian",FALSE,"total",1989,186623,FALSE,20171005
